gameserver,type,key,value
sof2server,Parameter,telegramalert,"off"
sof2server,Parameter,telegramchatid,""
sof2server,Parameter,telegramtoken,"accesstoken"
squadserver,Function,fn_parms,
squadserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
squadserver,Parameter,ansi,"on"
squadserver,Parameter,appid,"403240"
squadserver,Parameter,backupdir,"${lgsmdir}/backup"
squadserver,Parameter,branch,""
squadserver,Parameter,channeltag,""
squadserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
squadserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
squadserver,Parameter,consolelogdir,"${logdir}/console"
squadserver,Parameter,consolelogging,"on"
squadserver,Parameter,curlcustomstring,""
squadserver,Parameter,discordalert,"off"
squadserver,Parameter,discordwebhook,"webhook"
squadserver,Parameter,displayip,""
squadserver,Parameter,emailalert,"off"
squadserver,Parameter,email,"email@example.com"
squadserver,Parameter,emailfrom,""
squadserver,Parameter,engine,"unreal4"
squadserver,Parameter,executabledir,"${serverfiles}"
squadserver,Parameter,executable,"./SquadGameServer.sh"
squadserver,Parameter,gamelogdir,"${systemdir}/Saved/Logs"
squadserver,Parameter,gamelog,"${gamelogdir}/${servicename}-game.log"
squadserver,Parameter,gamename,"Squad"
squadserver,Parameter,glibc,"2.17"
squadserver,Parameter,iftttalert,"off"
squadserver,Parameter,iftttevent,"linuxgsm_alert"
squadserver,Parameter,ifttttoken,"accesstoken"
squadserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
squadserver,Parameter,lgsmlogdir,"${logdir}/script"
squadserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
squadserver,Parameter,logdays,"7"
squadserver,Parameter,logdir,"${rootdir}/log"
squadserver,Parameter,mailgunalert,"off"
squadserver,Parameter,mailgundomain,"example.com"
squadserver,Parameter,mailgunemail,"email@myemail.com"
squadserver,Parameter,mailgunemailfrom,"alert@example.com"
squadserver,Parameter,mailguntoken,"accesstoken"
squadserver,Parameter,maxbackupdays,"30"
squadserver,Parameter,maxbackups,"4"
squadserver,Parameter,parms,"MULTIHOME=${ip} RANDOM=${randommap} Port=${port} QueryPort=${queryport}"
squadserver,Parameter,port,"7787"
squadserver,Parameter,postalert,"off"
squadserver,Parameter,postdays,"7"
squadserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
squadserver,Parameter,posttarget,"https://hastebin.com"
squadserver,Parameter,pushbulletalert,"off"
squadserver,Parameter,pushbullettoken,"accesstoken"
squadserver,Parameter,pushoveralert,"off"
squadserver,Parameter,pushovertoken,"accesstoken"
squadserver,Parameter,querydelay,"1"
squadserver,Parameter,queryport,"27165"
squadserver,Parameter,randommap,"ALWAYS"
squadserver,Parameter,servercfgdefault,"Server.cfg"
squadserver,Parameter,servercfgdir,"${systemdir}/ServerConfig"
squadserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
squadserver,Parameter,servercfg,"${servicename}.cfg"
squadserver,Parameter,sleeptime,"0.5"
squadserver,Parameter,steammaster,"false"
squadserver,Parameter,stoponbackup,"on"
squadserver,Parameter,systemdir,"${serverfiles}/Squad"
squadserver,Parameter,telegramalert,"off"
squadserver,Parameter,telegramchatid,""
squadserver,Parameter,telegramtoken,"accesstoken"
squadserver,Parameter,updateonstart,"off"
ss3server,Function,fn_parms,
ss3server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ss3server,Parameter,ansi,"on"
ss3server,Parameter,appid,"41080"
ss3server,Parameter,backupdir,"${rootdir}/backups"
ss3server,Parameter,branch,""
ss3server,Parameter,channeltag,""
ss3server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ss3server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ss3server,Parameter,consolelogdir,"${logdir}/console"
ss3server,Parameter,consolelogging,"on"
ss3server,Parameter,curlcustomstring,""
ss3server,Parameter,discordalert,"off"
ss3server,Parameter,discordwebhook,"webhook"
ss3server,Parameter,displayip,""
ss3server,Parameter,emailalert,"off"
ss3server,Parameter,email,"email@example.com"
ss3server,Parameter,emailfrom,""
ss3server,Parameter,engine,"seriousengine35"
ss3server,Parameter,executabledir,"${systemdir}"
ss3server,Parameter,executable,"./runSam3_DedicatedServer.sh"
ss3server,Parameter,gamelogdate,"${gamelogdir}/${servicename}-game-$(date '+%Y-%m-%d-%H:%M:%S').log"
ss3server,Parameter,gamelogdir,"${logdir}/server"
ss3server,Parameter,gamelog,"${gamelogdir}/${servicename}-game.log"
ss3server,Parameter,gamename,"Serious Sam 3: BFE"
ss3server,Parameter,glibc,"2.13"
ss3server,Parameter,iftttalert,"off"
ss3server,Parameter,iftttevent,"linuxgsm_alert"
ss3server,Parameter,ifttttoken,"accesstoken"
ss3server,Parameter,ip,"0.0.0.0"
ss3server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ss3server,Parameter,lgsmlogdir,"${logdir}/script"
ss3server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ss3server,Parameter,logdays,"7"
ss3server,Parameter,logdir,"${rootdir}/log"
ss3server,Parameter,mailgunalert,"off"
ss3server,Parameter,mailgundomain,"example.com"
ss3server,Parameter,mailgunemail,"email@myemail.com"
ss3server,Parameter,mailgunemailfrom,"alert@example.com"
ss3server,Parameter,mailguntoken,"accesstoken"
ss3server,Parameter,maxbackupdays,"30"
ss3server,Parameter,maxbackups,"4"
ss3server,Parameter,parms,"+ip ${ip} +logfile ${gamelog} +exec ${servercfgfullpath}"
ss3server,Parameter,postalert,"off"
ss3server,Parameter,postdays,"7"
ss3server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ss3server,Parameter,posttarget,"https://hastebin.com"
ss3server,Parameter,pushbulletalert,"off"
ss3server,Parameter,pushbullettoken,"accesstoken"
ss3server,Parameter,pushoveralert,"off"
ss3server,Parameter,pushovertoken,"accesstoken"
ss3server,Parameter,querydelay,"1"
ss3server,Parameter,servercfgdefault,"server.ini"
ss3server,Parameter,servercfgdir,"${serverfiles}/Content/SeriousSam3/Config"
ss3server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
ss3server,Parameter,servercfg,"${servicename}.ini"
ss3server,Parameter,sleeptime,"0.5"
ss3server,Parameter,steammaster,"false"
ss3server,Parameter,stoponbackup,"on"
ss3server,Parameter,systemdir,"${serverfiles}/Bin"
ss3server,Parameter,telegramalert,"off"
ss3server,Parameter,telegramchatid,""
ss3server,Parameter,telegramtoken,"accesstoken"
ss3server,Parameter,updateonstart,"off"
stserver,Function,fn_parms,
stserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
stserver,Parameter,ansi,"on"
stserver,Parameter,appid,"600760"
stserver,Parameter,autosaveinterval,"300"
stserver,Parameter,backupdir,"${rootdir}/backups"
stserver,Parameter,branch,""
stserver,Parameter,channeltag,""
stserver,Parameter,clearinterval,"60"
stserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
stserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
stserver,Parameter,consolelogdir,"${logdir}/console"
stserver,Parameter,consolelogging,"on"
stserver,Parameter,curlcustomstring,""
stserver,Parameter,discordalert,"off"
stserver,Parameter,discordwebhook,"webhook"
stserver,Parameter,displayip,""
stserver,Parameter,emailalert,"off"
stserver,Parameter,email,"email@example.com"
stserver,Parameter,emailfrom,""
stserver,Parameter,engine,"unity3d"
stserver,Parameter,executabledir,"${serverfiles}"
stserver,Parameter,executable,"./rocketstation_DedicatedServer.x86_64"
stserver,Parameter,gamelogdir,"${HOME}/.config/unity3d/Rocketwerkz/Stationeers"
stserver,Parameter,gamename,"Stationeers"
stserver,Parameter,glibc,"2.15"
stserver,Parameter,iftttalert,"off"
stserver,Parameter,iftttevent,"linuxgsm_alert"
stserver,Parameter,ifttttoken,"accesstoken"
stserver,Parameter,ip,"0.0.0.0"
stserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
stserver,Parameter,lgsmlogdir,"${logdir}/script"
stserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
stserver,Parameter,logdays,"7"
stserver,Parameter,logdir,"${rootdir}/log"
stserver,Parameter,mailgunalert,"off"
stserver,Parameter,mailgundomain,"example.com"
stserver,Parameter,mailgunemail,"email@myemail.com"
stserver,Parameter,mailgunemailfrom,"alert@example.com"
stserver,Parameter,mailguntoken,"accesstoken"
stserver,Parameter,maxbackupdays,"30"
stserver,Parameter,maxbackups,"4"
stserver,Parameter,parms,"-batchmode -nographics -autostart -gameport=${port} -updateport=${queryport} -worldtype=${worldtype} -loadworld=${worldname} -worldname=${worldname} -autosaveinterval=${autosaveinterval} -clearallinterval=${clearinterval}"
stserver,Parameter,port,"27500"
stserver,Parameter,postalert,"off"
stserver,Parameter,postdays,"7"
stserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
stserver,Parameter,posttarget,"https://hastebin.com"
stserver,Parameter,pushbulletalert,"off"
stserver,Parameter,pushbullettoken,"accesstoken"
stserver,Parameter,pushoveralert,"off"
stserver,Parameter,pushovertoken,"accesstoken"
stserver,Parameter,querydelay,"1"
stserver,Parameter,queryport,"27015"
stserver,Parameter,servercfgdefault,"default.ini"
stserver,Parameter,servercfg,"default.ini"
stserver,Parameter,servercfgdir,"${systemdir}"
stserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
stserver,Parameter,sleeptime,"0.5"
stserver,Parameter,steammaster,"false"
stserver,Parameter,stoponbackup,"on"
stserver,Parameter,systemdir,"${serverfiles}"
stserver,Parameter,telegramalert,"off"
stserver,Parameter,telegramchatid,""
stserver,Parameter,telegramtoken,"accesstoken"
stserver,Parameter,updateonstart,"off"
stserver,Parameter,worldname,"moon_save"
stserver,Parameter,worldtype,"Moon"
svenserver,Function,fn_parms,
svenserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
svenserver,Parameter,ansi,"on"
svenserver,Parameter,appid,"276060"
svenserver,Parameter,backupdir,"${rootdir}/backups"
svenserver,Parameter,branch,""
svenserver,Parameter,channeltag,""
svenserver,Parameter,clientport,"27005"
svenserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
svenserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
svenserver,Parameter,consolelogdir,"${logdir}/console"
svenserver,Parameter,consolelogging,"on"
svenserver,Parameter,curlcustomstring,""
svenserver,Parameter,defaultmap,"svencoop1"
svenserver,Parameter,discordalert,"off"
svenserver,Parameter,discordwebhook,"webhook"
svenserver,Parameter,displayip,""
svenserver,Parameter,emailalert,"off"
svenserver,Parameter,email,"email@example.com"
svenserver,Parameter,emailfrom,""
svenserver,Parameter,engine,"goldsource"
svenserver,Parameter,executabledir,"${serverfiles}"
svenserver,Parameter,executable,"./svends_run"
svenserver,Parameter,gamelogdir,"${systemdir}/logs"
svenserver,Parameter,gamename,"Sven Co-op"
svenserver,Parameter,glibc,"2.24"
svenserver,Parameter,iftttalert,"off"
svenserver,Parameter,iftttevent,"linuxgsm_alert"
svenserver,Parameter,ifttttoken,"accesstoken"
svenserver,Parameter,ip,"0.0.0.0"
svenserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
svenserver,Parameter,lgsmlogdir,"${logdir}/script"
svenserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
svenserver,Parameter,logdays,"7"
svenserver,Parameter,logdir,"${rootdir}/log"
svenserver,Parameter,mailgunalert,"off"
svenserver,Parameter,mailgundomain,"example.com"
svenserver,Parameter,mailgunemail,"email@myemail.com"
svenserver,Parameter,mailgunemailfrom,"alert@example.com"
svenserver,Parameter,mailguntoken,"accesstoken"
svenserver,Parameter,maxbackupdays,"30"
svenserver,Parameter,maxbackups,"4"
svenserver,Parameter,maxplayers,"16"
svenserver,Parameter,parms,"-game svencoop -strictportbind +ip ${ip} -port ${port} +clientport ${clientport} +map ${defaultmap} +servercfgfile ${servercfg} +maxplayers ${maxplayers}"
svenserver,Parameter,port,"27015"
svenserver,Parameter,postalert,"off"
svenserver,Parameter,postdays,"7"
svenserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
svenserver,Parameter,posttarget,"https://hastebin.com"
svenserver,Parameter,pushbulletalert,"off"
svenserver,Parameter,pushbullettoken,"accesstoken"
svenserver,Parameter,pushoveralert,"off"
svenserver,Parameter,pushovertoken,"accesstoken"
svenserver,Parameter,querydelay,"1"
svenserver,Parameter,servercfgdefault,"server.cfg"
svenserver,Parameter,servercfgdir,"${systemdir}"
svenserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
svenserver,Parameter,servercfg,"${servicename}.cfg"
svenserver,Parameter,sleeptime,"0.5"
svenserver,Parameter,steammaster,"true"
svenserver,Parameter,stoponbackup,"on"
svenserver,Parameter,systemdir,"${serverfiles}/svencoop"
svenserver,Parameter,telegramalert,"off"
svenserver,Parameter,telegramchatid,""
svenserver,Parameter,telegramtoken,"accesstoken"
svenserver,Parameter,updateonstart,"off"
terrariaserver,Function,fn_parms,
terrariaserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
terrariaserver,Parameter,ansi,"on"
terrariaserver,Parameter,appid,"105600"
terrariaserver,Parameter,backupdir,"${rootdir}/backups"
terrariaserver,Parameter,branch,""
terrariaserver,Parameter,channeltag,""
terrariaserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
terrariaserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
terrariaserver,Parameter,consolelogdir,"${logdir}/console"
terrariaserver,Parameter,consolelogging,"on"
terrariaserver,Parameter,curlcustomstring,""
terrariaserver,Parameter,discordalert,"off"
terrariaserver,Parameter,discordwebhook,"webhook"
terrariaserver,Parameter,displayip,""
terrariaserver,Parameter,emailalert,"off"
terrariaserver,Parameter,email,"email@example.com"
terrariaserver,Parameter,emailfrom,""
terrariaserver,Parameter,engine,"terraria"
terrariaserver,Parameter,executabledir,"${serverfiles}"
terrariaserver,Parameter,executable,"./TerrariaServer"
terrariaserver,Parameter,gamename,"Terraria"
terrariaserver,Parameter,glibc,"2.7"
terrariaserver,Parameter,iftttalert,"off"
terrariaserver,Parameter,iftttevent,"linuxgsm_alert"
terrariaserver,Parameter,ifttttoken,"accesstoken"
terrariaserver,Parameter,ip,"0.0.0.0"
terrariaserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
terrariaserver,Parameter,lgsmlogdir,"${logdir}/script"
terrariaserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
terrariaserver,Parameter,logdays,"7"
terrariaserver,Parameter,logdir,"${rootdir}/log"
terrariaserver,Parameter,mailgunalert,"off"
terrariaserver,Parameter,mailgundomain,"example.com"
terrariaserver,Parameter,mailgunemail,"email@myemail.com"
terrariaserver,Parameter,mailgunemailfrom,"alert@example.com"
terrariaserver,Parameter,mailguntoken,"accesstoken"
terrariaserver,Parameter,maxbackupdays,"30"
terrariaserver,Parameter,maxbackups,"4"
terrariaserver,Parameter,parms,"-config ${servercfgfullpath}"
terrariaserver,Parameter,postalert,"off"
terrariaserver,Parameter,postdays,"7"
terrariaserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
terrariaserver,Parameter,posttarget,"https://hastebin.com"
terrariaserver,Parameter,pushbulletalert,"off"
terrariaserver,Parameter,pushbullettoken,"accesstoken"
terrariaserver,Parameter,pushoveralert,"off"
terrariaserver,Parameter,pushovertoken,"accesstoken"
terrariaserver,Parameter,querydelay,"1"
terrariaserver,Parameter,servercfgdefault,"serverconfig.txt"
terrariaserver,Parameter,servercfgdir,"${serverfiles}"
terrariaserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
terrariaserver,Parameter,servercfg,"${servicename}.txt"
terrariaserver,Parameter,sleeptime,"0.5"
terrariaserver,Parameter,steammaster,"false"
terrariaserver,Parameter,steampass,"'password'"
terrariaserver,Parameter,steamuser,"username"
terrariaserver,Parameter,stoponbackup,"on"
terrariaserver,Parameter,systemdir,"${serverfiles}"
terrariaserver,Parameter,telegramalert,"off"
terrariaserver,Parameter,telegramchatid,""
terrariaserver,Parameter,telegramtoken,"accesstoken"
terrariaserver,Parameter,updateonstart,"off"
tf2server,Function,fn_parms,
tf2server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
tf2server,Parameter,ansi,"on"
tf2server,Parameter,appid,"232250"
tf2server,Parameter,backupdir,"${rootdir}/backups"
tf2server,Parameter,branch,""
tf2server,Parameter,channeltag,""
tf2server,Parameter,clientport,"27005"
tf2server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
tf2server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
tf2server,Parameter,consolelogdir,"${logdir}/console"
tf2server,Parameter,consolelogging,"on"
tf2server,Parameter,curlcustomstring,""
tf2server,Parameter,defaultmap,"cp_badlands"
tf2server,Parameter,discordalert,"off"
tf2server,Parameter,discordwebhook,"webhook"
tf2server,Parameter,displayip,""
tf2server,Parameter,emailalert,"off"
tf2server,Parameter,email,"email@example.com"
tf2server,Parameter,emailfrom,""
tf2server,Parameter,engine,"source"
tf2server,Parameter,executabledir,"${serverfiles}"
tf2server,Parameter,executable,"./srcds_run"
tf2server,Parameter,gamelogdir,"${systemdir}/logs"
tf2server,Parameter,gamename,"Team Fortress 2"
tf2server,Parameter,glibc,"2.15"
tf2server,Parameter,gslt,""
tf2server,Parameter,iftttalert,"off"
tf2server,Parameter,iftttevent,"linuxgsm_alert"
tf2server,Parameter,ifttttoken,"accesstoken"
tf2server,Parameter,ip,"0.0.0.0"
tf2server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
tf2server,Parameter,lgsmlogdir,"${logdir}/script"
tf2server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
tf2server,Parameter,logdays,"7"
tf2server,Parameter,logdir,"${rootdir}/log"
tf2server,Parameter,mailgunalert,"off"
tf2server,Parameter,mailgundomain,"example.com"
tf2server,Parameter,mailgunemail,"email@myemail.com"
tf2server,Parameter,mailgunemailfrom,"alert@example.com"
tf2server,Parameter,mailguntoken,"accesstoken"
tf2server,Parameter,maxbackupdays,"30"
tf2server,Parameter,maxbackups,"4"
tf2server,Parameter,maxplayers,"16"
tf2server,Parameter,parms,"-game tf -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +sv_setsteamaccount ${gslt} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
tf2server,Parameter,port,"27015"
tf2server,Parameter,postalert,"off"
tf2server,Parameter,postdays,"7"
tf2server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
tf2server,Parameter,posttarget,"https://hastebin.com"
tf2server,Parameter,pushbulletalert,"off"
tf2server,Parameter,pushbullettoken,"accesstoken"
tf2server,Parameter,pushoveralert,"off"
tf2server,Parameter,pushovertoken,"accesstoken"
tf2server,Parameter,querydelay,"1"
tf2server,Parameter,servercfgdefault,"server.cfg"
tf2server,Parameter,servercfgdir,"${systemdir}/cfg"
tf2server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
tf2server,Parameter,servercfg,"${servicename}.cfg"
tf2server,Parameter,sleeptime,"0.5"
tf2server,Parameter,sourcetvport,"27020"
tf2server,Parameter,steammaster,"true"
tf2server,Parameter,stoponbackup,"on"
tf2server,Parameter,systemdir,"${serverfiles}/tf"
tf2server,Parameter,telegramalert,"off"
tf2server,Parameter,telegramchatid,""
tf2server,Parameter,telegramtoken,"accesstoken"
tf2server,Parameter,updateonstart,"off"
tfcserver,Function,fn_parms,
tfcserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
tfcserver,Parameter,ansi,"on"
tfcserver,Parameter,appid,"90"
tfcserver,Parameter,appidmod,"tfc"
tfcserver,Parameter,backupdir,"${rootdir}/backups"
tfcserver,Parameter,branch,""
tfcserver,Parameter,channeltag,""
tfcserver,Parameter,clientport,"27005"
tfcserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
tfcserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
tfcserver,Parameter,consolelogdir,"${logdir}/console"
tfcserver,Parameter,consolelogging,"on"
tfcserver,Parameter,curlcustomstring,""
tfcserver,Parameter,defaultmap,"dustbowl"
tfcserver,Parameter,discordalert,"off"
tfcserver,Parameter,discordwebhook,"webhook"
tfcserver,Parameter,displayip,""
tfcserver,Parameter,emailalert,"off"
tfcserver,Parameter,email,"email@example.com"
tfcserver,Parameter,emailfrom,""
tfcserver,Parameter,engine,"goldsource"
tfcserver,Parameter,executabledir,"${serverfiles}"
tfcserver,Parameter,executable,"./hlds_run"
tfcserver,Parameter,gamelogdir,"${systemdir}/logs"
tfcserver,Parameter,gamename,"Team Fortress Classic"
tfcserver,Parameter,glibc,"2.3.4"
tfcserver,Parameter,iftttalert,"off"
tfcserver,Parameter,iftttevent,"linuxgsm_alert"
tfcserver,Parameter,ifttttoken,"accesstoken"
tfcserver,Parameter,ip,"0.0.0.0"
tfcserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
tfcserver,Parameter,lgsmlogdir,"${logdir}/script"
tfcserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
tfcserver,Parameter,logdays,"7"
tfcserver,Parameter,logdir,"${rootdir}/log"
tfcserver,Parameter,mailgunalert,"off"
tfcserver,Parameter,mailgundomain,"example.com"
tfcserver,Parameter,mailgunemail,"email@myemail.com"
tfcserver,Parameter,mailgunemailfrom,"alert@example.com"
tfcserver,Parameter,mailguntoken,"accesstoken"
tfcserver,Parameter,maxbackupdays,"30"
tfcserver,Parameter,maxbackups,"4"
tfcserver,Parameter,maxplayers,"16"
tfcserver,Parameter,parms,"-game tfc -strictportbind _ip ${ip} -port ${port} +clientport ${clientport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
tfcserver,Parameter,port,"27015"
tfcserver,Parameter,postalert,"off"
tfcserver,Parameter,postdays,"7"
tfcserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
tfcserver,Parameter,posttarget,"https://hastebin.com"
tfcserver,Parameter,pushbulletalert,"off"
tfcserver,Parameter,pushbullettoken,"accesstoken"
tfcserver,Parameter,pushoveralert,"off"
tfcserver,Parameter,pushovertoken,"accesstoken"
tfcserver,Parameter,querydelay,"1"
tfcserver,Parameter,servercfgdefault,"server.cfg"
tfcserver,Parameter,servercfgdir,"${systemdir}"
tfcserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
tfcserver,Parameter,servercfg,"${servicename}.cfg"
tfcserver,Parameter,sleeptime,"0.5"
tfcserver,Parameter,steammaster,"true"
tfcserver,Parameter,stoponbackup,"on"
tfcserver,Parameter,systemdir,"${serverfiles}/tfc"
tfcserver,Parameter,telegramalert,"off"
tfcserver,Parameter,telegramchatid,""
tfcserver,Parameter,telegramtoken,"accesstoken"
tfcserver,Parameter,updateonstart,"off"
ts3server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ts3server,Parameter,ansi,"on"
ts3server,Parameter,backupdir,"${rootdir}/backups"
ts3server,Parameter,channeltag,""
ts3server,Parameter,consolelogging,"on"
ts3server,Parameter,curlcustomstring,""
ts3server,Parameter,discordalert,"off"
ts3server,Parameter,discordwebhook,"webhook"
ts3server,Parameter,displayip,""
ts3server,Parameter,emailalert,"off"
ts3server,Parameter,email,"email@example.com"
ts3server,Parameter,emailfrom,""
ts3server,Parameter,engine,"null"
ts3server,Parameter,executabledir,"${serverfiles}"
ts3server,Parameter,executable,"./ts3server_startscript.sh"
ts3server,Parameter,gamelogdir,"${serverfiles}/logs"
ts3server,Parameter,gamename,"TeamSpeak 3"
ts3server,Parameter,glibc,"2.17"
ts3server,Parameter,iftttalert,"off"
ts3server,Parameter,iftttevent,"linuxgsm_alert"
ts3server,Parameter,ifttttoken,"accesstoken"
ts3server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ts3server,Parameter,lgsmlogdir,"${logdir}/script"
ts3server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ts3server,Parameter,logdays,"7"
ts3server,Parameter,logdir,"${rootdir}/log"
ts3server,Parameter,mailgunalert,"off"
ts3server,Parameter,mailgundomain,"example.com"
ts3server,Parameter,mailgunemail,"email@myemail.com"
ts3server,Parameter,mailgunemailfrom,"alert@example.com"
ts3server,Parameter,mailguntoken,"accesstoken"
ts3server,Parameter,maxbackupdays,"30"
ts3server,Parameter,maxbackups,"4"
ts3server,Parameter,postalert,"off"
ts3server,Parameter,postdays,"7"
ts3server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ts3server,Parameter,posttarget,"https://hastebin.com"
ts3server,Parameter,pushbulletalert,"off"
ts3server,Parameter,pushbullettoken,"accesstoken"
ts3server,Parameter,pushoveralert,"off"
ts3server,Parameter,pushovertoken,"accesstoken"
ts3server,Parameter,querydelay,"1"
ts3server,Parameter,servercfgdefault,"ts3server.ini"
ts3server,Parameter,servercfgdir,"${serverfiles}"
ts3server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
ts3server,Parameter,servercfg,"${servicename}.ini"
ts3server,Parameter,servername,"TeamSpeak 3 Server"
ts3server,Parameter,sleeptime,"0.5"
ts3server,Parameter,stoponbackup,"on"
ts3server,Parameter,systemdir,"${serverfiles}"
ts3server,Parameter,telegramalert,"off"
ts3server,Parameter,telegramchatid,""
ts3server,Parameter,telegramtoken,"accesstoken"
ts3server,Parameter,updateonstart,"off"
tuserver,Function,fn_parms,
tuserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
tuserver,Parameter,ansi,"on"
tuserver,Parameter,appid,"439660"
tuserver,Parameter,backupdir,"${rootdir}/backups"
tuserver,Parameter,branch,""
tuserver,Parameter,channeltag,""
tuserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
tuserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
tuserver,Parameter,consolelogdir,"${logdir}/console"
tuserver,Parameter,consolelogging,"on"
tuserver,Parameter,curlcustomstring,""
tuserver,Parameter,discordalert,"off"
tuserver,Parameter,discordwebhook,"webhook"
tuserver,Parameter,displayip,""
tuserver,Parameter,emailalert,"off"
tuserver,Parameter,email,"email@example.com"
tuserver,Parameter,emailfrom,""
tuserver,Parameter,engine,"unreal4"
tuserver,Parameter,executabledir,"${systemdir}/Binaries/Linux"
tuserver,Parameter,executable,"./TowerServer-Linux-Shipping"
tuserver,Parameter,gamelogdir,"${systemdir}/Saved/Logs"
tuserver,Parameter,gamename,"Tower Unite"
tuserver,Parameter,glibc,"2.17"
tuserver,Parameter,gslt,""
